timestamp,t_rel,pos:left_shoulder_left_top_leg-left_shoulder,pos:left_bottom_leg_left_foot-left_bottom_leg,pos:left_motor_left_shoulder--left_motor,pos:right_motor_right_shoulder-right_motor,pos:left_top_leg_left_bottom_leg-left_top_leg,pos:right_shoulder_right_top_leg-right_shoulder,pos:right_top_leg_right_bottom_leg--right_top_leg,pos:right_bottom_leg_right_foot-right_bottom_leg,vel:left_shoulder_left_top_leg-left_shoulder,vel:left_bottom_leg_left_foot-left_bottom_leg,vel:left_motor_left_shoulder--left_motor,vel:right_motor_right_shoulder-right_motor,vel:left_top_leg_left_bottom_leg-left_top_leg,vel:right_shoulder_right_top_leg-right_shoulder,vel:right_top_leg_right_bottom_leg--right_top_leg,vel:right_bottom_leg_right_foot-right_bottom_leg
2025-11-10T09:11:27,183.977,-0.6768727695255985,-0.6028672035141754,-0.00014464600719688264,3.477870280628454e-05,-1.2239206862826046,0.6321233717512234,1.2238811111843795,0.6032798589503104,0.13189652306800648,0.13143711826815535,0.0008036492601559274,4.449387340146608e-05,0.16347364711880408,-0.15618652069432926,-0.16218679026678304,-0.1344038307670293
2025-11-10T09:11:27,184.078,-0.663663503246173,-0.5897039460315712,-6.41615726891618e-05,3.9234706709131784e-05,-1.207549011850006,0.6164814936097907,1.2076383138019597,0.5898194890460852,0.1315907467281931,0.1311324069686855,0.0008017861562351577,4.439072304210602e-05,0.1630946653813844,-0.155824432736928,-0.1618107918557538,-0.13409224172379422
2025-11-10T09:11:27,184.177,-0.6694406079340603,-0.5954609286604299,-9.93616355890022e-05,3.7285862580182716e-05,-1.2147092034240414,0.6233225070034706,1.2147421406851031,0.5957064145141195,0.06513330833101823,0.06490644447000489,0.0003968590970721933,2.1972021003197654e-05,0.08072676378508603,-0.07712822577049648,-0.08009128650205459,-0.06637147019944752
2025-11-10T09:11:27,184.277,-0.6826566003326955,-0.6086308888347008,-0.0001798870525320496,3.2827589693365084e-05,-1.2310892142647012,0.6389723499428575,1.2309932088517723,0.6091736383987754,-0.003887407107824252,-0.003873866997419942,-2.3686081887973917e-05,-1.3113749755655718e-06,-0.004818084684642884,0.004603310053748755,0.004780156948892458,0.00396130538462483
2025-11-10T09:11:27,184.377,-0.6958602909715862,-0.6217885900971155,-0.0002603375145036753,2.837346667288168e-05,-1.2474539782020717,0.654607625636587,1.2472291501380572,0.6226283266714501,-0.0487682199656519,-0.04859835685014849,-0.000297146148987642,-1.6451434463119e-05,-0.060443737225481076,0.057749350928406336,0.059967926972384206,0.04969528711301324
2025-11-10T09:11:27,184.477,-0.7090695077126604,-0.6349517982139139,-0.0003408216471728141,2.3917479481264468e-05,-1.2638255912364258,0.6702494451167101,1.2634718866055565,0.6360886460956169,-0.07791214380054873,-0.07764077036328075,-0.00047472090443346316,-2.6282823701963927e-05,-0.09656495869381898,0.0922604051796697,0.09580480388629872,0.07939322695160182
2025-11-10T09:11:27,184.577,-0.7222808104806895,-0.6481170850918896,-0.0004213184900634204,1.946078859089095e-05,-1.2801997897099284,0.6858937347854676,1.279717188159749,0.649551091201396,-0.09690566007453677,-0.0965681308938166,-0.0005904489383974816,-3.269008212611345e-05,-0.12010568065294334,0.11475175789755618,0.11916021439071094,0.0987478034603674
2025-11-10T09:11:27,184.677,-0.7354924711137696,-0.6612827285884474,-0.000501817513435944,1.5003976978591592e-05,-1.2965744317243504,0.7015384482235244,1.2959629297633277,0.6630139009751181,-0.10922402367510486,-0.1088435887738034,-0.0006655050775864127,-3.684554959263879e-05,-0.13537316289947832,0.12933866516901144,0.13430751173595806,0.11130033493114663
2025-11-10T09:11:27,184.777,-0.7487014566758702,-0.6744457063314847,-0.000582300237525033,1.0548067772714586e-05,-1.3129457582335629,0.7171799939508702,1.312205381961198,0.6764739848256783,-0.11719945912411062,-0.1167912452242356,-0.0007140996322336961,-3.953597695899676e-05,-0.14525798389310915,0.13878285281571856,0.14411451988421167,0.11942738067464112
2025-11-10T09:11:27,184.877,-0.7619450085144008,-0.6876431299541976,-0.0006629935749178933,6.080498005272629e-06,-1.329359926473125,0.7328624716628003,1.328490338641334,0.6899692920457365,-0.12253267664237785,-0.12210588677348161,-0.0007465950780051976,-4.133508052564581e-05,-0.1518680180191758,0.1450982330009466,0.15067252013290913,0.12486198083009248
